Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Target
0.0,56,0.0,0,881.0,92705,33.766004,-117.786763,0,28,3.0,1.0,30.28,2.0,1.0,2.0,30.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,89.95,2625.55,0.0,0,847.84,3473.39,1
1.0,61,0.0,1,885.0,95064,37.007882,-122.065975,0,8,0.0,1.0,14.37,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20.35,178.7,0.0,0,114.96,293.66,0
1.0,26,1.0,0,410.0,92249,32.730583,-115.501083,1,47,2.0,1.0,17.54,2.0,1.0,2.0,59.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,83.35,4065.0,0.0,140,824.38,5029.38,1
0.0,52,1.0,0,852.0,92126,32.886925,-117.152162,1,13,0.0,1.0,17.83,0.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,88.35,1222.8,0.0,0,231.79,1454.59,1
1.0,48,1.0,0,907.0,93263,35.490705,-119.286833,1,1,5.0,1.0,35.71,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,80.0,80.0,0.0,0,35.71,115.71,1
0.0,53,0.0,0,852.0,92109,32.787836,-117.232376,0,6,0.0,1.0,1.15,2.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,90.1,521.3,0.0,0,6.9,528.2,1
1.0,40,0.0,3,852.0,92108,32.774046,-117.142454,0,50,2.0,0.0,0.0,1.0,1.0,1.0,76.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,43.05,2208.05,0.0,0,0.0,2208.05,0
0.0,36,0.0,0,552.0,90056,33.987945,-118.370442,0,16,4.0,1.0,6.86,0.0,1.0,1.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,53.9,834.15,0.0,40,109.76,983.91,1
0.0,37,1.0,0,852.0,92117,32.825086,-117.199424,3,1,0.0,1.0,12.8,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,45.7,45.7,0.0,0,12.8,58.5,1
0.0,41,1.0,1,552.0,90037,34.002642,-118.287596,1,6,0.0,1.0,29.41,0.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,45.5,285.2,0.0,0,176.46,461.66,0
0.0,45,1.0,0,416.0,96113,40.198234,-120.18089,6,46,0.0,1.0,44.75,0.0,1.0,1.0,27.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,70.6,3231.05,0.0,0,2058.5,5289.55,0
1.0,48,1.0,0,700.0,91761,34.035602,-117.591528,2,61,2.0,1.0,11.53,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,25.45,1538.6,0.0,0,703.33,2241.93,0
1.0,42,0.0,0,84.0,95305,37.818589,-120.256995,0,15,4.0,1.0,45.92,0.0,1.0,2.0,12.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,101.35,1553.95,0.0,0,688.8,2242.75,1
0.0,42,0.0,0,552.0,90008,34.008293,-118.346766,0,10,4.0,0.0,0.0,1.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,29.75,301.9,0.0,0,0.0,301.9,0
1.0,24,1.0,3,366.0,91201,34.17051,-118.289463,8,35,0.0,1.0,48.3,2.0,1.0,2.0,73.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,109.95,3782.4,31.9,0,1690.5,5441.0,0
0.0,49,1.0,0,743.0,92570,33.787298,-117.320676,6,62,2.0,1.0,13.32,0.0,1.0,0.0,22.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,81.0,4985.9,0.0,0,825.84,5811.74,0
1.0,22,0.0,0,852.0,92126,32.886925,-117.152162,0,36,3.0,1.0,43.97,2.0,1.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,84.75,3050.15,0.0,0,1582.92,4633.07,1
0.0,64,1.0,0,439.0,92549,33.755039,-116.741796,1,6,0.0,1.0,36.12,2.0,1.0,2.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,80.5,502.85,0.0,0,216.72,719.57,1
1.0,74,0.0,0,881.0,92705,33.766004,-117.786763,0,47,0.0,1.0,14.78,2.0,1.0,1.0,10.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,59.6,2754.0,0.0,0,694.66,3448.66,0
0.0,54,1.0,0,1019.0,94587,37.59485,-122.051521,3,49,2.0,1.0,13.13,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,918.7,0.0,0,643.37,1562.07,0
0.0,57,1.0,1,398.0,91745,33.998471,-117.973758,1,72,0.0,1.0,6.41,2.0,1.0,2.0,14.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,106.1,7657.4,0.0,0,461.52,8118.92,0
1.0,32,1.0,0,861.0,95110,37.34667,-121.910019,7,40,0.0,1.0,24.3,0.0,1.0,1.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,50.15,2058.5,37.03,0,972.0,2993.47,0
1.0,38,0.0,0,552.0,90041,34.137412,-118.207607,0,40,0.0,0.0,0.0,1.0,1.0,0.0,19.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,62.05,2511.55,0.0,0,0.0,2511.55,0
1.0,24,0.0,0,540.0,95551,40.665952,-124.240051,0,6,5.0,1.0,12.17,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.6,116.6,0.0,0,73.02,189.62,0
0.0,62,0.0,0,546.0,90810,33.819814,-118.222416,0,7,5.0,1.0,48.22,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,20.05,164.85,0.0,0,337.54,502.39,1
1.0,75,0.0,0,674.0,91605,34.207295,-118.400022,0,5,0.0,1.0,36.36,2.0,1.0,2.0,12.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,89.8,502.6,0.0,0,181.8,684.4,1
0.0,75,0.0,0,838.0,95838,38.646096,-121.442433,0,16,0.0,1.0,36.83,0.0,1.0,1.0,16.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,59.4,1023.9,0.0,0,589.28,1613.18,1
0.0,69,1.0,0,1025.0,94592,38.093701,-122.276589,1,53,0.0,1.0,30.09,2.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,95.85,5016.25,18.85,0,1594.77,6592.17,0
1.0,33,0.0,0,552.0,90061,33.92128,-118.274186,0,25,3.0,1.0,13.36,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20.6,541.5,0.0,0,334.0,875.5,0
0.0,55,1.0,0,818.0,95562,40.485849,-124.163234,2,71,1.0,1.0,40.52,2.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,93.7,6585.35,0.0,0,2876.92,9462.27,1
1.0,49,1.0,1,847.0,93450,35.996008,-120.85305,1,52,0.0,1.0,11.3,2.0,1.0,2.0,10.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,93.25,4631.7,0.0,0,587.6,5219.3,0
0.0,56,0.0,0,283.0,93523,34.966777,-117.961179,0,3,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,50.6,155.35,0.0,0,0.0,155.35,1
1.0,74,1.0,0,648.0,95247,38.147852,-120.440124,1,41,2.0,1.0,45.84,2.0,1.0,2.0,18.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,83.75,3273.55,0.0,0,1879.44,5152.99,1
0.0,22,1.0,1,687.0,93644,37.648647,-119.231447,2,71,0.0,1.0,1.84,2.0,1.0,2.0,69.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,109.0,7661.8,0.0,150,130.64,7942.44,0
0.0,40,0.0,0,1058.0,90069,34.093781,-118.381061,0,9,0.0,1.0,45.41,0.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,79.55,723.4,0.0,0,408.69,1132.09,1
1.0,58,0.0,0,852.0,92117,32.825086,-117.199424,0,2,0.0,1.0,26.47,0.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,80.2,181.1,0.0,10,52.94,244.04,1
0.0,19,1.0,0,479.0,95645,38.875508,-121.765866,1,22,0.0,1.0,32.11,0.0,1.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,69.25,1554.0,0.0,0,706.42,2260.42,1
1.0,69,1.0,0,936.0,95372,37.990574,-120.261821,1,70,0.0,1.0,17.45,2.0,1.0,2.0,20.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,102.95,7101.5,15.24,0,1221.5,8307.76,1
1.0,36,0.0,3,815.0,93261,35.809921,-119.127437,0,71,0.0,1.0,4.89,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,24.35,1654.6,0.0,0,347.19,2001.79,0
0.0,57,1.0,3,349.0,93703,36.768774,-119.762633,8,68,0.0,1.0,7.47,2.0,1.0,1.0,29.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,78.45,5333.35,0.0,0,507.96,5841.31,0
0.0,67,0.0,0,354.0,95542,40.057784,-123.679461,0,2,0.0,1.0,12.52,0.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,70.65,142.35,0.0,0,25.04,167.39,1
1.0,20,1.0,0,735.0,95363,37.410236,-121.320337,1,14,4.0,1.0,7.26,2.0,1.0,2.0,42.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,86.1,1235.55,0.0,0,101.64,1337.19,1
1.0,72,0.0,0,552.0,90044,33.952714,-118.292061,0,2,5.0,1.0,41.43,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,44.7,93.7,0.0,0,82.86,176.56,1
1.0,64,0.0,0,732.0,91107,34.159007,-118.087353,0,8,5.0,1.0,11.58,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,74.85,572.45,0.0,0,92.64,665.09,0
0.0,64,1.0,0,852.0,92117,32.825086,-117.199424,1,14,4.0,1.0,13.64,2.0,1.0,2.0,9.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,90.9,1259.0,0.0,0,190.96,1449.96,1
1.0,22,0.0,0,1052.0,95736,39.00978,-120.978273,0,1,0.0,1.0,14.58,0.0,1.0,1.0,73.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,53.5,53.5,0.0,0,14.58,68.08,1
1.0,77,1.0,0,266.0,90240,33.956228,-118.120993,0,10,4.0,1.0,6.01,2.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,85.55,851.75,0.0,0,60.1,911.85,1
1.0,21,0.0,0,56.0,93306,35.449881,-118.841442,0,1,0.0,1.0,20.26,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,24.05,24.05,0.0,0,20.26,44.31,1
1.0,43,1.0,3,855.0,94115,37.786031,-122.437301,5,55,0.0,1.0,36.23,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.5,1026.35,0.0,0,1992.65,3019.0,0
1.0,54,0.0,1,828.0,95677,38.7904,-121.236973,0,27,0.0,1.0,2.65,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,25.85,788.55,0.0,0,71.55,860.1,0
1.0,19,0.0,0,965.0,91352,34.231053,-118.338307,0,2,0.0,1.0,49.81,0.0,1.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,70.5,84.5,0.0,0,99.62,184.12,1
1.0,52,0.0,0,852.0,92122,32.85723,-117.209774,0,1,5.0,1.0,14.17,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,19.6,19.6,0.0,0,14.17,33.77,1
1.0,53,1.0,0,195.0,95423,39.07116,-122.598542,1,61,0.0,1.0,43.48,2.0,1.0,1.0,20.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,80.8,4860.85,17.17,0,2652.28,7495.96,0
0.0,49,0.0,0,1031.0,91406,34.195685,-118.490752,0,15,0.0,0.0,0.0,1.0,1.0,1.0,23.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,38.8,603.0,0.0,0,0.0,603.0,0
1.0,33,1.0,0,617.0,95553,40.210895,-123.86,1,59,2.0,1.0,10.76,2.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,99.5,5961.1,0.0,0,634.84,6595.94,1
0.0,40,1.0,3,586.0,95901,39.19514,-121.503883,4,26,3.0,0.0,0.0,1.0,1.0,0.0,23.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.85,1025.15,0.0,30,0.0,1055.15,0
0.0,69,0.0,0,861.0,95113,37.333851,-121.891147,0,71,1.0,1.0,37.39,2.0,1.0,1.0,22.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,89.85,6293.45,0.0,140,2654.69,9088.14,0
1.0,20,1.0,0,983.0,96090,40.021787,-122.127576,5,51,2.0,1.0,6.89,0.0,1.0,0.0,41.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,83.85,4307.1,0.0,0,351.39,4658.49,0
0.0,32,0.0,3,435.0,90255,33.97803,-118.217141,0,1,0.0,1.0,13.13,0.0,1.0,2.0,57.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,79.35,79.35,0.0,0,13.13,92.48,1
0.0,73,0.0,0,685.0,93022,34.404544,-119.302118,0,3,0.0,1.0,18.38,0.0,1.0,2.0,20.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,86.85,220.95,0.0,0,55.14,276.09,1
1.0,34,0.0,0,721.0,92264,33.745746,-116.514215,0,29,3.0,1.0,10.06,0.0,1.0,1.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,48.95,1323.7,0.0,0,291.74,1615.44,0
1.0,52,0.0,0,723.0,94304,37.386978,-122.177746,0,5,0.0,1.0,14.26,0.0,1.0,1.0,26.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,70.05,346.4,0.0,0,71.3,417.7,1
1.0,32,1.0,2,57.0,91706,34.098275,-117.967399,1,38,0.0,1.0,25.84,2.0,1.0,2.0,19.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,94.9,3616.25,0.0,0,981.92,4598.17,0
1.0,34,1.0,1,881.0,92704,33.719869,-117.907063,9,38,0.0,1.0,24.22,2.0,1.0,2.0,14.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,101.15,3956.7,0.0,0,920.36,4877.06,0
0.0,49,0.0,0,666.0,95659,38.788898,-121.608624,0,26,0.0,1.0,37.51,0.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,69.05,1815.65,0.0,0,975.26,2790.91,0
1.0,48,0.0,0,11.0,95511,40.166028,-123.584144,0,55,0.0,1.0,26.3,2.0,1.0,1.0,23.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,77.8,4323.35,0.0,0,1446.5,5769.85,0
1.0,28,1.0,0,349.0,93706,36.654614,-119.903674,1,13,0.0,0.0,0.0,1.0,1.0,0.0,71.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,54.45,706.85,0.0,0,0.0,706.85,1
0.0,40,0.0,1,183.0,95973,39.903272,-121.843567,0,13,4.0,1.0,25.33,0.0,1.0,0.0,27.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.45,718.1,26.37,0,329.29,1021.02,0
0.0,34,0.0,0,432.0,95326,37.5923,-120.853288,0,12,4.0,1.0,35.8,2.0,1.0,2.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,78.3,909.25,0.0,0,429.6,1338.85,1
1.0,44,0.0,0,366.0,91206,34.162515,-118.203869,0,24,0.0,1.0,24.76,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,96.0,2122.45,0.0,0,594.24,2716.69,1
0.0,35,1.0,3,211.0,90221,33.885811,-118.206459,1,11,4.0,1.0,29.01,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,19.25,180.3,0.0,0,319.11,499.41,1
0.0,64,1.0,1,792.0,92065,33.044541,-116.833922,1,53,2.0,1.0,28.36,2.0,1.0,2.0,17.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,104.05,5566.4,0.0,0,1503.08,7069.48,0
1.0,30,0.0,0,852.0,92126,32.886925,-117.152162,0,64,0.0,1.0,24.23,2.0,1.0,2.0,73.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,105.65,6903.1,0.0,0,1550.72,8453.82,1
0.0,48,1.0,0,852.0,92122,32.85723,-117.209774,1,25,3.0,1.0,8.91,2.0,1.0,2.0,10.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,104.95,2566.5,0.0,0,222.75,2789.25,1
1.0,27,1.0,0,9.0,94706,37.890274,-122.295192,1,14,0.0,1.0,21.3,2.0,1.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,85.15,1139.2,38.48,0,298.2,1398.92,1
1.0,40,0.0,0,446.0,90303,33.936291,-118.332639,0,14,4.0,1.0,28.65,2.0,1.0,0.0,27.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,89.95,1178.4,0.0,0,401.1,1579.5,1
1.0,79,1.0,0,945.0,93265,36.245926,-118.693138,5,16,0.0,1.0,35.53,0.0,1.0,1.0,23.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,54.55,825.1,0.0,0,568.48,1393.58,0
0.0,30,0.0,0,937.0,93665,36.959731,-120.653519,0,13,0.0,0.0,0.0,1.0,1.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,23.9,300.8,0.0,0,0.0,300.8,1
1.0,55,1.0,3,832.0,91770,34.065108,-118.082791,4,40,0.0,1.0,3.52,2.0,1.0,2.0,56.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,81.2,3292.3,0.0,0,140.8,3433.1,0
1.0,41,1.0,0,882.0,93105,34.037342,-119.80079,5,72,0.0,1.0,26.96,2.0,1.0,1.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,89.85,6562.9,12.55,0,1941.12,8491.47,0
0.0,22,0.0,0,289.0,91732,34.074492,-118.01462,0,37,0.0,1.0,24.04,2.0,1.0,2.0,59.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,101.9,3545.35,0.0,0,889.48,4434.83,1
1.0,42,1.0,3,1064.0,95488,39.724433,-123.767578,8,56,2.0,1.0,40.86,2.0,1.0,2.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,115.85,6567.9,0.0,0,2288.16,8856.06,0
0.0,64,1.0,0,439.0,92549,33.755039,-116.741796,1,6,0.0,1.0,36.12,2.0,1.0,2.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,80.5,502.85,0.0,0,216.72,719.57,1
0.0,38,0.0,1,255.0,92241,33.832799,-116.250973,0,1,0.0,1.0,5.36,0.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,89.35,89.35,0.0,0,5.36,94.71,0
0.0,72,0.0,0,992.0,91362,34.191842,-118.822796,0,66,0.0,1.0,45.59,2.0,1.0,2.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.45,5224.35,0.0,140,3008.94,8373.29,1
1.0,71,1.0,0,349.0,93728,36.757345,-119.818274,1,19,0.0,1.0,30.44,0.0,1.0,1.0,26.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,66.4,1286.05,0.0,0,578.36,1864.41,0
1.0,45,1.0,0,621.0,93501,35.097323,-118.171288,1,21,4.0,1.0,42.65,2.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,104.4,2157.95,0.0,0,895.65,3053.6,1
0.0,51,1.0,0,852.0,92106,32.71346,-117.236378,1,49,2.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,56.3,2780.6,0.0,0,0.0,2780.6,0
0.0,60,1.0,0,36.0,91006,34.137319,-118.029837,8,42,0.0,1.0,20.58,2.0,1.0,2.0,13.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,85.9,3729.75,0.0,0,864.36,4594.11,0
1.0,34,0.0,0,1049.0,95076,36.931654,-121.752383,0,1,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,45.3,45.3,0.0,0,0.0,45.3,1
1.0,49,0.0,0,165.0,93429,34.866032,-120.536546,0,4,0.0,1.0,23.04,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.7,117.8,0.0,0,92.16,209.96,0
1.0,50,1.0,1,653.0,95463,39.182916,-123.552571,2,59,0.0,1.0,41.19,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,19.85,1188.25,0.0,0,2430.21,3618.46,0
0.0,60,0.0,3,590.0,93250,35.666886,-119.186717,0,49,0.0,1.0,31.7,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,20.45,1024.65,0.0,0,1553.3,2577.95,0
1.0,35,0.0,0,701.0,92867,33.81859,-117.821288,0,11,0.0,1.0,16.14,0.0,1.0,1.0,8.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,70.5,712.25,0.0,0,177.54,889.79,0
0.0,73,0.0,0,244.0,95618,38.544002,-121.685559,0,13,0.0,1.0,19.03,2.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,95.05,1290.0,0.0,0,247.39,1537.39,1
0.0,80,0.0,0,106.0,93426,35.842889,-121.004862,0,1,0.0,1.0,47.97,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,70.15,70.15,0.0,0,47.97,118.12,1
1.0,44,1.0,3,552.0,90067,34.057496,-118.413959,5,43,2.0,0.0,0.0,1.0,1.0,0.0,53.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,29.3,1224.05,0.0,0,0.0,1224.05,0
1.0,35,0.0,0,470.0,93239,35.996923,-120.000951,0,2,0.0,1.0,27.67,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20.75,44.2,0.0,0,55.34,99.54,0
0.0,70,0.0,0,624.0,94037,37.540582,-122.509594,0,27,3.0,1.0,35.76,2.0,1.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,110.5,2857.6,0.0,0,965.52,3823.12,0
1.0,24,0.0,0,984.0,92592,33.507255,-117.029473,0,1,0.0,1.0,31.34,0.0,1.0,2.0,52.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,79.05,79.05,0.0,0,31.34,110.39,1
0.0,62,1.0,0,721.0,92262,33.839989,-116.659215,3,29,0.0,1.0,5.39,2.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,74.95,2149.05,0.0,0,156.31,2305.36,0
0.0,39,0.0,0,556.0,93441,34.70434,-120.02609,0,56,0.0,0.0,0.0,1.0,1.0,1.0,19.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,45.05,2560.1,0.0,0,0.0,2560.1,0
0.0,24,0.0,0,954.0,95204,37.974498,-121.319568,0,3,5.0,1.0,25.75,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.85,63.75,0.0,0,77.25,141.0,1
0.0,66,0.0,0,611.0,94030,37.601248,-122.403099,0,7,5.0,1.0,26.29,0.0,1.0,2.0,20.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,84.35,609.65,29.17,10,184.03,774.51,0
