Total Charges,Total Revenue,Total Long Distance Charges,Avg Monthly Long Distance Charges,Zip Code,Latitude,Longitude,Contract,Monthly Charge,City,Number of Referrals,Tenure in Months,Premium Tech Support,Online Security,Online Backup,Internet Type,Number of Dependents,Device Protection Plan,Streaming Music,Avg Monthly GB Download,Churn Target
95.1,99.99,4.89,4.89,90248,33.876482,-118.284077,0.0,95.1,357.0,1,1,0.0,0.0,0.0,2.0,0,0.0,0.0,11.0,1
2010.55,3723.1,1712.55,48.93,90807,33.830099,-118.182239,0.0,55.0,546.0,0,35,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,1
545.15,771.95,226.8,32.4,95987,39.117537,-122.284654,0.0,73.75,1071.0,0,7,0.0,0.0,0.0,2.0,0,0.0,0.0,7.0,1
902.25,1088.41,186.16,14.32,95035,37.441931,-121.878502,0.0,65.85,613.0,1,13,0.0,2.0,0.0,1.0,0,0.0,2.0,4.0,0
115.1,128.82,13.72,6.86,92059,33.384345,-117.072619,0.0,50.15,718.0,1,2,0.0,0.0,2.0,1.0,0,0.0,0.0,20.0,1
69.9,115.56,45.66,45.66,94555,37.555473,-122.080312,0.0,69.9,346.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,28.0,1
797.1,1025.3,228.2,6.52,95672,38.724322,-120.991237,2.0,23.3,812.0,0,35,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
130.5,215.6,85.1,42.55,90502,33.833181,-118.292062,2.0,59.5,999.0,8,2,2.0,2.0,2.0,1.0,4,0.0,0.0,53.0,0
819.4,1143.0,323.6,40.45,94704,37.871416,-122.246597,0.0,100.6,74.0,0,8,0.0,0.0,0.0,2.0,0,2.0,0.0,29.0,1
669.45,791.61,122.16,20.36,95301,37.321233,-120.656354,0.0,109.9,46.0,0,6,2.0,0.0,2.0,2.0,0,2.0,2.0,10.0,1
147.8,202.62,54.82,27.41,91607,34.165783,-118.399795,0.0,69.0,1029.0,1,2,0.0,0.0,0.0,0.0,0,2.0,2.0,23.0,0
44.05,74.78,30.73,30.73,91362,34.191842,-118.822796,0.0,44.05,992.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,0
402.85,1093.54,690.69,32.89,94972,38.339996,-122.935056,0.0,20.5,1027.0,0,21,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
2119.5,2309.76,190.26,9.06,94104,37.791222,-122.402241,0.0,97.35,855.0,0,21,0.0,0.0,0.0,2.0,0,0.0,2.0,10.0,1
38.25,100.27,62.02,31.01,95336,37.830267,-121.201018,1.0,20.5,577.0,0,2,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,0
1293.8,1293.8,0.0,0.0,90266,33.889632,-118.39737,0.0,48.25,576.0,0,25,0.0,0.0,0.0,0.0,0,2.0,2.0,59.0,0
593.75,1272.71,558.96,46.58,90660,33.989524,-118.089299,0.0,50.25,750.0,0,12,2.0,0.0,0.0,1.0,0,0.0,0.0,26.0,1
1715.65,1773.08,47.43,1.53,93702,36.739385,-119.753649,0.0,55.25,349.0,0,31,2.0,0.0,0.0,1.0,0,2.0,0.0,6.0,1
1916.0,3392.3,1476.3,42.18,94559,38.232389,-122.324944,1.0,54.95,651.0,5,35,2.0,2.0,0.0,0.0,0,0.0,0.0,59.0,0
2357.75,3423.5,1065.75,36.75,96145,39.178337,-120.162806,2.0,84.3,976.0,7,29,0.0,0.0,0.0,2.0,0,0.0,2.0,12.0,0
1111.65,1499.42,436.02,33.54,91206,34.162515,-118.203869,0.0,79.25,366.0,0,13,0.0,0.0,2.0,2.0,3,2.0,0.0,76.0,1
4922.4,7002.8,2080.4,37.15,94550,37.571748,-121.659562,0.0,86.4,534.0,0,56,0.0,2.0,2.0,2.0,0,0.0,0.0,13.0,0
90.35,90.35,0.0,0.0,94601,37.776523,-122.219268,0.0,49.25,688.0,0,2,0.0,0.0,0.0,1.0,0,2.0,2.0,51.0,1
3778.0,5210.64,1432.64,38.72,95333,37.249377,-120.249581,1.0,104.5,518.0,0,37,2.0,0.0,2.0,2.0,0,0.0,2.0,59.0,0
239.05,387.58,118.53,39.51,90038,34.088017,-118.327168,0.0,74.6,552.0,3,3,0.0,0.0,2.0,2.0,0,0.0,0.0,17.0,0
69.1,107.76,38.66,38.66,92130,32.957195,-117.202542,0.0,69.1,852.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,18.0,1
1529.2,2149.2,620.0,38.75,92027,33.141265,-116.967221,0.0,96.15,305.0,0,16,0.0,0.0,0.0,2.0,0,0.0,0.0,16.0,1
2497.2,3795.58,1238.38,47.63,95602,38.99003,-121.114408,0.0,95.0,48.0,0,26,0.0,2.0,2.0,2.0,0,0.0,0.0,26.0,1
365.4,452.64,87.24,21.81,96143,39.246654,-120.029273,0.0,91.65,473.0,1,4,0.0,0.0,2.0,2.0,0,0.0,0.0,14.0,1
78.95,102.91,23.96,23.96,95823,38.475465,-121.443625,0.0,78.95,838.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,22.0,1
365.65,512.69,147.04,36.76,94590,38.104705,-122.247387,0.0,89.6,1025.0,0,4,0.0,0.0,2.0,2.0,0,0.0,0.0,20.0,1
2989.6,3542.68,553.08,16.76,91942,32.782501,-117.01611,0.0,90.65,488.0,0,33,0.0,2.0,0.0,2.0,0,0.0,2.0,85.0,0
5601.4,8993.44,3392.04,49.16,93647,36.600185,-119.175655,2.0,81.95,710.0,1,69,2.0,0.0,2.0,1.0,2,2.0,2.0,48.0,0
8182.75,10270.75,2088.0,29.0,95823,38.475465,-121.443625,2.0,113.65,838.0,10,72,2.0,2.0,2.0,2.0,0,2.0,2.0,22.0,0
232.55,477.85,235.3,47.06,92070,33.174725,-116.743329,0.0,49.4,893.0,3,5,0.0,2.0,0.0,0.0,3,0.0,0.0,52.0,0
345.9,850.98,505.08,28.06,95961,39.082568,-121.55325,1.0,20.05,698.0,1,18,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,0
4116.8,4694.91,606.0,15.15,90720,33.79499,-118.065591,1.0,98.15,549.0,2,40,2.0,2.0,2.0,2.0,0,2.0,0.0,18.0,0
6981.35,8533.01,1551.66,23.51,90291,33.991782,-118.479229,2.0,106.05,1032.0,0,66,0.0,2.0,0.0,2.0,0,2.0,2.0,52.0,1
25.0,28.39,3.39,3.39,95614,38.880622,-120.973865,0.0,25.0,213.0,0,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
1958.45,3062.75,1064.3,36.7,90004,34.076259,-118.310715,1.0,69.05,552.0,5,29,2.0,2.0,0.0,1.0,2,0.0,0.0,69.0,0
533.05,682.64,149.59,21.37,94025,37.449551,-122.183762,0.0,70.5,600.0,2,7,0.0,0.0,0.0,2.0,0,0.0,0.0,21.0,0
3580.95,3580.95,0.0,0.0,95693,38.392559,-121.225093,2.0,49.2,1077.0,2,72,0.0,2.0,2.0,1.0,0,2.0,2.0,15.0,0
223.45,223.45,0.0,0.0,91789,34.018354,-117.85492,0.0,40.0,1042.0,0,5,2.0,2.0,0.0,0.0,0,2.0,2.0,59.0,1
740.8,913.39,172.59,15.69,95351,37.621458,-121.012295,0.0,66.35,620.0,1,11,2.0,0.0,0.0,1.0,0,0.0,2.0,12.0,1
3512.15,5736.47,2224.32,39.72,96056,41.10831,-121.360362,1.0,65.2,592.0,1,56,0.0,2.0,0.0,1.0,0,0.0,0.0,11.0,0
6557.75,8945.48,2387.73,40.47,94602,37.803883,-122.208417,1.0,109.15,688.0,7,59,0.0,2.0,2.0,2.0,0,2.0,2.0,4.0,0
4903.2,6628.2,1725.0,37.5,92879,33.893823,-117.531446,2.0,108.65,217.0,0,46,2.0,0.0,2.0,2.0,0,2.0,2.0,22.0,0
609.9,993.18,383.28,47.91,92109,32.787836,-117.232376,0.0,74.5,852.0,1,8,0.0,2.0,0.0,2.0,0,0.0,0.0,23.0,1
3270.25,4725.55,1455.3,44.1,95459,38.966713,-123.586412,0.0,100.6,575.0,6,33,0.0,0.0,2.0,2.0,0,0.0,0.0,22.0,0
260.8,556.0,295.2,49.2,94538,37.505768,-121.962472,0.0,44.6,346.0,5,6,0.0,0.0,0.0,1.0,1,0.0,0.0,21.0,1
168.2,189.26,21.06,10.53,92122,32.85723,-117.209774,0.0,90.4,852.0,0,2,0.0,0.0,0.0,2.0,0,0.0,2.0,8.0,1
401.95,1039.87,637.92,35.44,93451,35.886767,-120.608661,0.0,20.25,872.0,10,18,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
60.65,151.67,91.02,30.34,93603,36.64545,-118.924982,0.0,19.65,54.0,1,3,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,0
302.6,329.7,27.1,5.42,92570,33.787298,-117.320676,1.0,70.05,743.0,1,5,0.0,0.0,0.0,2.0,0,0.0,0.0,23.0,0
682.15,1380.43,698.28,21.16,92604,33.688546,-117.788091,1.0,20.15,449.0,0,33,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,0
912.0,1044.48,132.48,11.04,92501,33.994676,-117.372498,0.0,81.45,827.0,0,12,0.0,0.0,0.0,2.0,0,0.0,0.0,16.0,0
365.35,482.41,87.06,14.51,91792,34.024405,-117.898722,0.0,55.9,1056.0,1,6,0.0,2.0,2.0,0.0,3,0.0,0.0,20.0,1
1105.4,1408.67,303.27,27.57,90042,34.11572,-118.192754,0.0,97.85,552.0,0,11,0.0,0.0,0.0,0.0,2,2.0,2.0,18.0,1
1004.5,1533.46,528.96,11.02,93041,34.110124,-119.100972,1.0,19.95,779.0,0,48,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
238.1,236.76,37.5,12.5,93243,34.845861,-118.885163,0.0,74.75,519.0,0,3,0.0,0.0,0.0,2.0,0,2.0,0.0,4.0,0
550.35,550.35,0.0,0.0,94564,37.996462,-122.293716,0.0,33.6,756.0,0,18,0.0,2.0,0.0,1.0,0,2.0,0.0,30.0,0
7962.2,8273.24,311.04,4.32,95494,38.888351,-123.239647,2.0,110.6,1096.0,7,72,2.0,0.0,2.0,2.0,0,2.0,2.0,18.0,0
5839.3,6411.82,572.52,11.01,93405,35.236549,-120.727344,2.0,108.1,867.0,0,52,0.0,2.0,2.0,2.0,0,2.0,0.0,18.0,0
80.55,124.22,43.67,43.67,95403,38.488431,-122.752839,0.0,80.55,891.0,1,1,0.0,0.0,0.0,2.0,0,0.0,2.0,73.0,1
501.35,1046.21,544.86,20.18,93101,34.419203,-119.710008,1.0,19.15,882.0,0,27,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
3046.4,3590.4,484.0,8.8,95014,37.306612,-122.080621,2.0,57.55,235.0,1,55,2.0,2.0,2.0,1.0,0,0.0,0.0,48.0,1
5231.2,5657.2,426.0,7.1,95471,38.522328,-122.97932,2.0,89.55,820.0,0,60,0.0,0.0,0.0,2.0,0,2.0,0.0,10.0,0
1470.95,1800.75,329.8,16.49,94014,37.691561,-122.445202,0.0,70.45,239.0,1,20,0.0,0.0,0.0,2.0,0,0.0,0.0,8.0,1
5930.05,7717.99,1787.94,27.09,92507,33.976328,-117.319786,2.0,90.95,827.0,0,66,2.0,2.0,0.0,2.0,1,2.0,0.0,51.0,0
546.95,823.52,276.57,39.51,93612,36.814539,-119.711868,0.0,84.8,200.0,0,7,0.0,0.0,0.0,2.0,0,0.0,0.0,13.0,1
688.2,655.65,0.0,0.0,95428,39.83307,-123.178765,1.0,50.75,226.0,0,15,0.0,0.0,0.0,1.0,0,2.0,2.0,14.0,0
2254.2,2626.0,371.8,14.3,95558,40.274302,-124.210902,0.0,83.95,746.0,0,26,0.0,0.0,0.0,2.0,0,0.0,2.0,20.0,1
3529.95,3774.44,277.56,5.14,95747,38.784329,-121.373245,1.0,65.25,833.0,0,54,2.0,0.0,0.0,1.0,0,2.0,0.0,6.0,0
19.6,33.77,14.17,14.17,92122,32.85723,-117.209774,0.0,19.6,852.0,0,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
90.55,97.7,7.15,7.15,90804,33.783047,-118.1486,0.0,90.55,546.0,0,1,0.0,0.0,0.0,2.0,0,0.0,2.0,48.0,1
1800.05,2460.45,660.4,25.4,90605,33.960891,-118.032222,0.0,69.5,1069.0,0,26,0.0,2.0,2.0,1.0,0,0.0,0.0,10.0,0
2621.75,3596.73,974.98,33.62,90503,33.840399,-118.353714,0.0,87.8,999.0,1,29,0.0,0.0,0.0,2.0,2,0.0,2.0,13.0,0
134.05,425.53,291.48,41.64,96134,41.813521,-121.492666,1.0,70.5,1009.0,2,7,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
63.75,63.75,0.0,0.0,93513,37.245505,-118.062943,0.0,30.25,85.0,6,2,0.0,0.0,2.0,1.0,2,0.0,0.0,20.0,0
1110.35,2452.31,1341.96,25.32,96106,39.745805,-120.580882,2.0,19.4,197.0,8,53,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,0
6416.7,7274.7,858.0,13.2,90743,33.728273,-118.085304,2.0,99.05,970.0,5,65,2.0,2.0,2.0,2.0,0,0.0,0.0,13.0,0
342.4,434.24,91.84,5.74,91403,34.147149,-118.463365,0.0,19.7,913.0,0,16,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
1205.05,2144.05,939.0,15.65,93645,37.140104,-119.657092,2.0,20.55,682.0,4,60,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,0
6125.4,7529.08,1403.68,22.64,93624,36.397745,-120.119911,1.0,96.75,326.0,0,62,0.0,0.0,0.0,2.0,0,2.0,2.0,9.0,1
1638.7,1814.16,175.46,2.83,96071,40.656287,-121.428965,2.0,26.0,696.0,0,62,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,0
3457.9,4335.3,882.36,24.51,95050,37.351214,-121.952417,0.0,97.35,883.0,3,36,0.0,0.0,2.0,2.0,0,2.0,0.0,27.0,1
6145.85,7015.27,869.42,14.99,90038,34.088017,-118.327168,1.0,106.45,552.0,0,58,0.0,2.0,2.0,2.0,0,2.0,2.0,12.0,1
71.35,106.63,35.28,35.28,93549,36.296851,-117.865469,0.0,71.35,695.0,0,1,0.0,0.0,0.0,2.0,0,0.0,2.0,51.0,1
1052.4,1224.96,172.56,14.38,95240,38.123544,-121.159078,0.0,89.75,539.0,0,12,0.0,0.0,2.0,2.0,0,0.0,0.0,6.0,1
3027.65,4599.77,1572.12,47.64,90650,33.905963,-118.08263,2.0,88.95,678.0,0,33,2.0,2.0,0.0,2.0,0,0.0,0.0,18.0,0
237.3,727.13,489.83,44.53,93551,34.613476,-118.256358,0.0,20.45,722.0,0,11,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
2104.55,3162.71,1018.16,46.28,93932,35.989792,-121.055933,0.0,94.65,538.0,0,22,0.0,0.0,0.0,2.0,0,0.0,2.0,16.0,1
3326.2,5181.86,1855.66,45.26,95251,38.055562,-120.456298,0.0,79.9,1024.0,1,41,2.0,2.0,2.0,0.0,3,2.0,2.0,56.0,1
6424.7,7488.9,1064.2,15.65,90290,34.115192,-118.61017,2.0,91.7,997.0,10,68,2.0,2.0,2.0,1.0,0,2.0,2.0,5.0,0
74.7,96.61,21.91,21.91,92377,34.156758,-117.404686,0.0,74.7,814.0,0,1,0.0,0.0,2.0,2.0,0,0.0,0.0,8.0,1
131.65,162.29,30.64,15.32,93287,35.710244,-118.881679,0.0,69.6,1092.0,0,2,0.0,0.0,0.0,2.0,0,0.0,0.0,21.0,1
5084.65,5492.34,407.69,6.91,93953,36.587497,-121.944815,1.0,85.55,739.0,0,59,0.0,0.0,0.0,2.0,0,0.0,2.0,52.0,1
7611.85,8617.57,1005.72,14.79,90403,34.031529,-118.491156,2.0,110.0,889.0,4,68,2.0,0.0,2.0,2.0,0,2.0,2.0,47.0,1
930.45,2073.45,1143.0,25.4,90703,33.8681,-118.067402,1.0,20.4,179.0,0,45,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
990.45,3441.17,2450.72,46.24,92066,33.215251,-116.53633,1.0,19.05,793.0,5,53,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
706.85,706.85,0.0,0.0,93706,36.654614,-119.903674,0.0,54.45,349.0,1,13,2.0,2.0,0.0,0.0,0,0.0,2.0,71.0,1
129.15,406.28,277.13,39.59,95007,37.106902,-122.100006,1.0,20.25,114.0,0,7,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
906.85,951.95,45.1,4.1,91381,34.364153,-118.615583,0.0,84.8,950.0,0,11,0.0,0.0,0.0,2.0,0,0.0,0.0,5.0,1
1498.55,1635.75,37.2,1.2,91759,34.231318,-117.662032,0.0,49.2,647.0,4,31,2.0,0.0,0.0,1.0,0,0.0,0.0,15.0,0
3491.55,5482.76,1991.21,37.57,95968,39.435756,-121.552071,1.0,64.15,719.0,1,53,2.0,2.0,2.0,1.0,2,0.0,0.0,15.0,0
335.75,449.09,113.34,37.78,95951,39.732767,-122.042298,2.0,94.85,400.0,0,3,0.0,0.0,0.0,2.0,0,0.0,2.0,28.0,0
95.1,99.99,4.89,4.89,90248,33.876482,-118.284077,0.0,95.1,357.0,1,1,0.0,0.0,0.0,2.0,0,0.0,0.0,11.0,1
48.6,55.14,6.54,6.54,93212,36.04533,-119.532424,0.0,48.6,215.0,0,1,0.0,2.0,0.0,0.0,0,0.0,0.0,52.0,1
4707.1,6500.15,1793.05,38.15,90071,34.052917,-118.255178,0.0,100.5,552.0,3,47,0.0,0.0,0.0,2.0,0,2.0,2.0,14.0,0
680.05,938.61,258.56,32.32,92401,34.105935,-117.2914,0.0,83.55,848.0,1,8,0.0,0.0,2.0,0.0,0,0.0,0.0,25.0,1
3965.05,6362.96,2397.91,39.31,94103,37.773147,-122.411287,1.0,65.2,855.0,9,61,0.0,0.0,0.0,1.0,1,2.0,0.0,10.0,0
275.4,561.53,286.13,22.01,94131,37.746699,-122.442833,0.0,20.3,855.0,0,13,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
156.25,247.05,90.8,11.35,91745,33.998471,-117.973758,0.0,20.15,398.0,1,8,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
118.25,118.25,0.0,0.0,96055,40.059385,-122.091481,2.0,29.9,555.0,3,4,0.0,0.0,0.0,1.0,0,2.0,0.0,5.0,0
139.05,165.39,26.34,13.17,92122,32.85723,-117.209774,0.0,70.35,852.0,0,2,0.0,0.0,0.0,2.0,0,0.0,0.0,10.0,1
3845.45,3845.45,0.0,0.0,90018,34.028735,-118.317236,2.0,60.05,552.0,3,64,2.0,2.0,0.0,1.0,1,2.0,2.0,19.0,0
5812.6,5997.04,184.44,3.18,93551,34.613476,-118.256358,0.0,98.7,722.0,1,58,0.0,0.0,0.0,2.0,0,2.0,2.0,5.0,1
246.5,343.79,97.29,32.43,91789,34.018354,-117.85492,0.0,79.1,1042.0,0,3,0.0,2.0,2.0,2.0,0,0.0,0.0,2.0,1
551.35,665.67,104.32,13.04,91902,32.67117,-117.00232,0.0,70.1,99.0,0,8,0.0,0.0,0.0,2.0,0,0.0,0.0,85.0,1
370.5,830.22,459.72,25.54,90746,33.859171,-118.252272,2.0,20.1,163.0,4,18,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
145.15,160.43,15.28,7.64,93244,36.462671,-118.997291,0.0,69.65,522.0,0,2,0.0,0.0,0.0,2.0,0,0.0,0.0,27.0,1
169.05,301.42,122.37,40.79,95464,39.12334,-122.838198,0.0,49.15,665.0,0,3,0.0,0.0,0.0,1.0,0,2.0,0.0,29.0,1
1704.95,1796.75,91.8,5.4,96050,41.816595,-122.948287,1.0,98.6,477.0,1,17,2.0,0.0,0.0,2.0,0,2.0,2.0,8.0,1
5311.85,6869.52,1557.67,29.39,92555,33.907361,-117.109972,1.0,98.6,634.0,0,53,0.0,2.0,2.0,2.0,0,2.0,0.0,12.0,0
963.95,2221.75,1257.8,33.1,93668,36.635661,-120.288644,2.0,25.05,1002.0,9,38,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
2448.75,2580.5,131.75,5.27,95968,39.435756,-121.552071,0.0,95.9,719.0,0,25,0.0,0.0,2.0,2.0,0,0.0,2.0,4.0,1
1777.6,3886.48,2108.88,29.29,91335,34.200175,-118.540958,2.0,24.75,813.0,0,72,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
746.5,886.12,109.62,12.18,93925,36.596271,-121.442274,0.0,85.05,188.0,0,9,0.0,0.0,0.0,2.0,0,0.0,0.0,6.0,1
74.9,76.74,1.84,1.84,95338,37.526791,-119.99437,0.0,74.9,582.0,0,1,0.0,0.0,0.0,2.0,0,0.0,2.0,76.0,1
5812.6,5997.04,184.44,3.18,93551,34.613476,-118.256358,0.0,98.7,722.0,1,58,0.0,0.0,0.0,2.0,0,2.0,2.0,5.0,1
171.0,454.74,283.74,47.29,91354,34.457005,-118.573726,1.0,25.1,1023.0,4,6,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
20.3,26.94,6.64,6.64,95949,39.099204,-121.137962,0.0,20.3,378.0,7,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
19.9,27.39,7.49,7.49,93261,35.809921,-119.127437,0.0,19.9,815.0,1,1,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,1
2441.7,4050.65,1608.95,45.97,91914,32.688506,-116.938632,1.0,69.0,189.0,6,35,2.0,0.0,2.0,1.0,0,0.0,0.0,13.0,0
849.1,1324.51,475.41,36.57,92084,33.22784,-117.200024,0.0,70.45,1039.0,1,13,0.0,0.0,0.0,2.0,0,0.0,0.0,26.0,0
681.4,902.74,221.34,13.02,92101,32.72523,-117.171346,1.0,44.6,852.0,0,17,0.0,0.0,0.0,0.0,0,0.0,0.0,73.0,0
1667.25,1819.05,31.8,2.12,92692,33.60693,-117.644253,1.0,101.9,619.0,8,15,2.0,2.0,0.0,2.0,1,0.0,2.0,30.0,0
1821.95,2304.35,422.4,19.2,90810,33.819814,-118.222416,0.0,84.15,546.0,0,22,0.0,0.0,0.0,2.0,0,0.0,0.0,41.0,0
3473.4,5300.09,1826.69,49.37,91011,34.234912,-118.153729,0.0,92.5,482.0,3,37,0.0,0.0,0.0,2.0,0,0.0,2.0,4.0,1
2757.85,3467.42,669.57,20.29,94574,38.581354,-122.296283,0.0,83.35,839.0,0,33,0.0,0.0,0.0,2.0,0,0.0,2.0,30.0,1
933.3,933.3,0.0,0.0,91731,34.079934,-118.046695,0.0,40.65,289.0,1,24,0.0,0.0,0.0,0.0,0,2.0,0.0,29.0,1
817.95,2331.55,1513.6,35.2,96120,38.735789,-119.85798,1.0,20.0,583.0,5,43,1.0,1.0,1.0,3.0,2,1.0,1.0,0.0,0
480.6,524.31,61.92,5.16,95113,37.333851,-121.891147,0.0,44.55,861.0,0,12,0.0,0.0,0.0,1.0,1,0.0,0.0,16.0,1
5012.35,5515.42,533.52,9.36,92220,33.936298,-116.849577,2.0,89.55,60.0,0,57,2.0,2.0,2.0,0.0,2,2.0,2.0,20.0,0
109.2,393.96,284.76,47.46,96020,40.243494,-121.154733,0.0,20.0,182.0,0,6,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
5485.5,7571.58,2086.08,39.36,94939,37.937082,-122.532369,0.0,103.85,513.0,1,53,0.0,0.0,2.0,2.0,0,2.0,0.0,23.0,1
2936.25,3454.05,517.8,17.26,95019,36.936228,-121.785559,0.0,100.4,345.0,0,30,0.0,2.0,0.0,2.0,0,0.0,2.0,19.0,0
6859.05,8711.95,1852.9,26.47,90680,33.801869,-117.995068,2.0,94.8,949.0,7,70,2.0,2.0,2.0,1.0,0,2.0,2.0,59.0,0
2806.9,2961.95,196.23,6.33,94587,37.59485,-122.051521,0.0,89.9,1019.0,0,31,0.0,0.0,0.0,2.0,0,2.0,2.0,11.0,1
71.25,98.85,17.6,17.6,92037,32.853743,-117.25034,2.0,71.25,487.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,2.0,0
7362.9,9453.04,2135.52,29.66,92304,34.559882,-115.637164,1.0,103.2,22.0,4,72,0.0,0.0,2.0,2.0,2,2.0,2.0,59.0,0
2816.65,2966.65,0.0,0.0,94132,37.722302,-122.491129,1.0,59.9,855.0,1,46,2.0,0.0,2.0,1.0,0,2.0,0.0,15.0,1
2658.8,2700.24,41.44,1.12,92507,33.976328,-117.319786,1.0,75.1,827.0,3,37,0.0,2.0,2.0,0.0,2,0.0,2.0,23.0,0
2203.65,2628.34,453.18,10.79,95316,37.524721,-120.757977,0.0,50.25,252.0,2,42,0.0,0.0,0.0,0.0,0,0.0,0.0,41.0,1
5064.45,5380.02,315.57,4.71,93311,35.16207,-119.194488,1.0,75.1,56.0,10,67,0.0,2.0,2.0,1.0,0,2.0,2.0,58.0,0
620.55,853.84,223.29,24.81,95953,39.258746,-121.77697,0.0,66.25,533.0,0,9,2.0,0.0,2.0,0.0,0,0.0,0.0,69.0,1
1502.65,1498.17,0.0,0.0,90704,33.391181,-118.421305,0.0,58.6,49.0,6,25,0.0,2.0,2.0,1.0,0,2.0,2.0,48.0,1
2937.65,4713.53,1775.88,49.33,92324,34.030915,-117.273201,0.0,80.4,207.0,8,36,0.0,0.0,0.0,2.0,0,0.0,2.0,23.0,0
336.15,512.79,176.64,44.16,95205,37.965695,-121.260051,0.0,80.1,954.0,0,4,0.0,2.0,0.0,2.0,0,0.0,0.0,82.0,0
5536.5,8291.0,2754.5,39.35,93212,36.04533,-119.532424,2.0,79.15,215.0,1,70,2.0,2.0,2.0,1.0,0,2.0,0.0,2.0,0
2564.3,3021.6,457.3,13.45,95382,37.529656,-120.854357,0.0,78.3,1012.0,1,34,0.0,0.0,0.0,2.0,0,0.0,0.0,12.0,1
6014.85,8588.81,2523.96,46.74,91710,33.990646,-117.663025,0.0,111.1,185.0,0,54,2.0,0.0,2.0,2.0,0,2.0,2.0,16.0,1
25.05,25.05,0.0,0.0,95984,40.022184,-121.062384,0.0,25.05,1014.0,0,1,0.0,0.0,0.0,1.0,0,0.0,0.0,21.0,1
1140.05,1320.45,180.4,3.28,93312,35.392599,-119.245341,1.0,19.7,56.0,8,55,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
1296.8,2246.05,949.25,37.97,94525,38.049292,-122.228415,0.0,54.3,232.0,6,25,2.0,2.0,0.0,1.0,1,0.0,0.0,22.0,0
450.8,614.25,163.45,23.35,96136,40.345949,-120.081187,0.0,70.75,1054.0,0,7,2.0,0.0,0.0,1.0,0,0.0,2.0,6.0,1
470.0,1756.55,1286.55,47.65,91739,34.133809,-117.523724,2.0,19.85,795.0,0,27,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
1510.5,3038.01,1527.51,25.89,95110,37.34667,-121.910019,2.0,25.0,861.0,0,59,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
506.9,569.55,62.65,8.95,95444,38.434362,-122.86891,0.0,69.0,379.0,1,7,0.0,0.0,0.0,2.0,0,0.0,2.0,73.0,1
5746.75,7442.67,1695.92,24.94,96132,41.027281,-120.669427,2.0,84.4,987.0,3,68,0.0,0.0,2.0,2.0,1,2.0,0.0,30.0,0
3580.3,3702.4,122.1,3.3,94590,38.104705,-122.247387,0.0,96.55,1025.0,0,37,0.0,0.0,0.0,2.0,0,0.0,0.0,2.0,1
4984.85,7982.45,2997.6,49.96,93532,34.659579,-118.584212,2.0,84.95,503.0,0,60,2.0,2.0,0.0,1.0,1,2.0,2.0,85.0,0
134.35,188.89,54.54,27.27,93528,35.363339,-117.637641,0.0,65.7,458.0,1,2,0.0,0.0,0.0,1.0,2,0.0,2.0,51.0,1
780.85,1377.81,596.96,42.64,91732,34.074492,-118.01462,0.0,59.45,289.0,4,14,2.0,2.0,2.0,1.0,2,0.0,0.0,69.0,0
